Account CSN,Account Name,Tier Global Helix,Partner Flag,Partner Incentive Type
2273822,City of Richland,Tier 5,0,
20018525,CyberMAK Information Systems WLL,Tier 4,1,Reseller; VAR Sell To
538548,Ministry of Transportation & Highways,Tier 2b,0,
2287017,Foundation for Professional Development,Tier 3d,0,
2279563,Lockheed Martin,Tier 3c,0,
20018526,Heurist GmbH,Tier 5,0,
590424,Ministry of justice Republic of Korea,Tier 5,0,
2287443,Portsmouth City Football Club Ltd,Tier 5,0,
2268581,Logan College of Chiropractic-HD,Tier 5,0,
20018527,IT service Consulting,Tier 5,0,
593655,Ministry of the Attorney General - Assessment Review Board,Tier 1,0,
2274539,Albert Luthuli Municipality,Tier 3d,0,
2282614,Elopak Incorporated,Tier 5,0,
20018528,Manyos Technology Gmbh,Tier 5,0,
588331,Ministerio da Educacao - Brazil,Tier 4,0,
2279420,Intellichain,Tier 3d,0,
2283955,Feld Entertainment Incorporated,Tier 5,0,
20018529,Swift & Staley Incorporated,Tier 5,0,
2060518,"MinistÃ©rio da CiÃªncia, Tecnologia e InovaÃ§Ã£o",Tier 4,0,
2292058,Fonestarz Media Group,Tier 5,0,
2269018,Focused Health Solutions,Tier 5,0,
20018530,Horizon Therapeutics USA Inc,Tier 4,0,
520143,Minnesota Department Of Health,Tier 3c,0,
2292201,"Baker Tilly Ltd, BVI",Tier 4,0,
2283472,Trinidad Benham,Tier 5,0,
20018531,Animal Supply Company LLC,Tier 5,0,
2064052,Minnesota History Center,Tier 3c,0,
2286648,Proactive Data Systems,Tier 5,0,
2288523,University of Colorado Boulder,Tier 4,0,
20018534,SPL Powerlines Austria GmbH & Co KG,Tier 2b,0,
573652,Minnesota Public Empl Retirement Agcy,Tier 5,0,
2290415,"LXM Pty Ltd, Trading AS Insyston",Tier 5,0,
2270154,Nebraska Furniture Mart,Tier 5,0,
20018535,von Vicht GmbH,Tier 5,0,
3262528,Minolta Co Ltd,Tier 3d,0,
2277932,Data Revolution,Tier 5,0,
2268442,Dew Construction Corporation,Tier 5,0,
20018536,Novatec Consulting GmbH,Tier 5,0,
2060537,Minolta Copiadora Do Amazonas Ltda,Tier 3a,0,
2290878,Siemens Power Engineering,Tier 2a,0,
2281928,TRI-CUE Incorporated,Tier 5,0,
20018442,Hitachi Vantara GmbH,Tier 2b,0,
2076365,Minter Ellison Rudd Watts (NZ),Tier 5,0,
2272535,Archdiocese of Toronto,Tier 5,0,
2268603,Greatcall Incorporated,Tier 5,0,
20018439,Sumitomo Riko Company Limited,Tier 3d,0,
3258486,MiraCosta College,Tier 5,0,
2286349,"Spotmedia Proactel SA, De CV",Tier 5,0,
2280626,Catholic Charties CYO,Tier 5,0,
20018541,Evermark LLC,Tier 5,0,
2064060,Misg Inc.,Tier 1,0,
2291914,Reliance Energy Ltd,Tier 2b,0,
2276799,Pratt & Whitney Rocketdyne Incorporated,Tier 2b,0,
20018544,Bluestone Bank,Tier 5,0,
617576,Misoft Company,Tier 5,0,
2290153,Logitek,Tier 5,0,
519238,Broadcast Music Incorporated,Tier 5,0,
20018545,Savannah Energy PLC,Tier 5,0,
3257937,Mission Support Activity,Tier 3c,0,
2295889,"Foreshow Information Co., Ltd.",Tier 5,0,
2271445,Bronx Community College,Tier 5,0,
20018547,APCO Technologies SA,Tier 5,0,
584067,Mississippi Space Services,GOSI,0,
2270636,TPI,Tier 5,0,
2272564,Christian Brothers University,Tier 5,0,
20018548,Lincotek Rubbiano SpA,Tier 5,0,
629756,Missouri Department of Economic Development,Tier 3c,0,
2292066,"Maxel Technology Ltd, #1",Tier 5,0,
2283719,Christianity Today International,Tier 5,0,
20018549,East Cambridge Savings Bank,Tier 5,0,
571862,Missouri Department of Labor,Tier 3c,0,
2291400,Badisches Landesmuseum Karlsruhe,Tier 5,0,
2281528,School City of East Chicago,Tier 5,0,
20018552,MidAmerican Inc dba Vituity,Tier 5,0,
2064109,Missouri Office of the Secretary of State,Tier 3c,0,
2285808,"Enware Pty Ltd, Australia",Tier 5,0,
2275695,The Blood-Horse Incorporated,Tier 5,0,
20018553,Jaxon Engineering and Maintenance,Tier 5,0,
2064079,Missouri Public Service Commission,Tier 3c,0,
2290529,Enagic Co Ltd,Tier 3d,0,
2279520,DC Pretrial Services Agency,Tier 3c,0,
20018554,AdaptHealth,Tier 5,0,
604811,Mistake,Tier 5,0,
2271245,Kongsberg Kommune,Tier 3a,0,
2289507,Pratt & Whitney Rocketdyne Incorporated,Tier 2b,0,
20018555,Ace Precision Machining Corporation,Tier 5,0,
3263956,Mistubishi Caterpillar Forklift America Inc,Tier 3b,0,
2292063,Ming an Insurance,Tier 5,0,
2282322,Ryder Integrated Logistics,Tier 2b,0,
20018556,Tesco Stores (Malaysia) Sdn Bhd,Tier 5,0,
592468,Mitre 10 Australia Limited,Tier 4,0,
2287260,Elton SA,Tier 3d,0,
2271378,American Red Cross,Tier 3c,0,
20018557,LogicsWare,Tier 5,0,
563107,Mitsubishi Bank,Tier 3d,0,
2281670,Hewlett-Packard India Sales Private Limited,Tier 2b,0,
2269920,Fusco Corporation,Tier 5,0,
20018559,Modon Properties,Tier 5,0,
546180,Mitsubishi Chemical,Tier 3d,0,
2290164,CSI,Tier 5,0,
2279883,CRI International Incorporated,Tier 5,0,
20018560,Crest Savings Bank,Tier 5,0,
594409,Mitsubishi Electric Credit Corporation,Tier 3d,0,
2290163,Ajuntament de Salou,Tier 5,0,
2282058,Front Range Community College,Tier 5,0,
20018561,Velcrotec Ltd,Tier 5,0,
3257611,Mitsubishi Electric Plant Engineering Co Ltd,Tier 3d,0,
2292518,Beacon Hospital,Tier 5,0,
2268406,Restaurant Technologies Incorporated,Tier 5,0,
20018562,BBC Processadora SA,Tier 5,0,
538584,Mitsubishi Materials Corporation,Tier 3d,0,
2281117,BMG Music Publishing International,Tier 5,0,
2280160,Farmers Bank,Tier 5,0,
20018563,Heng An Standard Life (Asia) Limited,Tier 5,0,
2114757,Mitsubishi Motors (Thailand) Company Limited,Tier 5,0,
2286428,Group 4 Securicor Cash Services Ltd,Tier 5,0,
2270868,Park Bank,Tier 5,0,
20018564,Core42,Tier 5,0,
538612,Mitsubishi Oil Company,Tier 3d,0,
2290794,The Bombay Dyeing & Mfg Co Ltd,Tier 5,0,
564560,Wyman Gordon Forgings,Tier 5,0,
20018566,Unifree Duty Free Isletmeciligi AS,Tier 3d,0,
590397,Mitsubishi TB Information Systems Company Limited,Tier 3d,0,
2295901,Computer Herrmann,Tier 5,0,
2287235,Catholic Charities-Diocese of Metuchen,Tier 5,0,
20018568,Bestway Wholesale Ltd,Tier 5,0,
2163441,Mitsubishi UFJ Lease & Finance Company Limited,Tier 3d,0,
2292249,Townsville Div of General Practise,Tier 5,0,
2280624,The Salvation Army,Tier 5,0,
20018569,MOTUL SA,Tier 5,0,
538566,Mitsuboshi Belting Limited,Tier 3d,0,
2287297,Echo Communications,Tier 5,0,
2280921,Visiting Nurse Association-NE,Tier 5,0,
20018570,AgileThought Incorporated,Tier 5,0,
618001,"Mitsui & Co., Limited",Tier 3d,0,
2278804,Defy Appliances,Tier 3d,0,
2273366,Liberty Tech Center,Tier 5,0,
20018571,Fujitsu America Inc,GOSI,0,
607147,Mitsui Asset Trust and Banking Company Limited,Tier 3d,0,
2290872,Ayuntamiento de Gava,Tier 5,0,
2277976,Norco,Tier 5,0,
20018573,Baki Neqliyyat Agentliyi PHSh,Tier 3b,0,
583292,Mitsui Leasing Development Ltd,Tier 3d,0,
2291897,Albaraka Islamic Bank,Tier 4,0,
2280601,"Turner, Padget, Graham & Laney PA",Tier 5,0,
20018575,Direccion General de la Policia,Tier 2b,0,
2010300,Mitsui Zosen Systems Research Inc.,Tier 3d,0,
2272246,"Komatsu Southern Pty Ltd, Africa",Tier 3d,0,
2288828,"Triad Hospitals, Inc.",Tier 5,0,
20018576,PosAm Spol Sro,Tier 3d,0,
581056,Mitsuishin Jyoho System Company Limited,Tier 3d,0,
721826,Kings College London,Tier 3a,0,
2277854,"Planning Systems, Inc.",Tier 5,0,
20018577,National Grid SA,Tier 1,0,
563341,Miyagi Oki Electric Co Ltd,Tier 3d,0,
2292471,Anthea Languages,Tier 5,0,
2269660,Community Bank,Tier 5,0,
20021429,Southeast Financial Credit Union,Tier 5,0,
538660,"Miyazaki Bank, Limited",Tier 3d,0,
2283971,Gillespie MacAndrew,Tier 5,0,
2269198,Path Incorporated,Tier 5,0,
20021430,DanTrade BV,Tier 3b,0,
2118100,"Miyazaki Oki Electric Co.,Ltd.",Tier 3d,0,
2290434,Sterling Sihi GmbH,Tier 5,0,
2288252,Carl Zeiss Vision,Tier 3b,0,
20021431,Hitachi Vantara Austria GmbH,Tier 2b,0,
556752,Mizuho Bank Ltd,Tier 2b,0,
2292231,Teljoy,Tier 3d,0,
2289998,Dunlap Community Hospital,Tier 5,0,
20021432,If IT Services A/S Suomen Sivuliike,Tier 2b,0,
597318,Mizuho Trust & Banking Company Limited,Tier 3d,0,
2291312,Jose Monjardino,Tier 3d,0,
2288138,Forest County Potawatomi Gaming Commission,Tier 3c,0,
20021433,Lake Country Power,Tier 5,0,
2164337,MobiTV Incorporated,Tier 5,0,
2287306,Moviflor,Tier 3d,0,
2273397,San Joaquin Valley Library System,Tier 4,0,
20021434,New England Federal Credit Union,Tier 5,0,
553541,Mobil Exploration and Producing Australia Pty Limited,Tier 2b,0,
2290086,Inspace,Tier 5,0,
2289066,USA Rdecom I2wd,Tier 3c,0,
20019870,Globe Life Inc.,Tier 2b,0,
538672,Mobil Oil Australia Pty Limited,Tier 2b,0,
2286542,Mabera,Tier 3d,0,
2268436,Community Colleges of Spokane,Tier 3c,0,
20021435,GRUPO LAT INN SAS,Tier 5,0,
546192,Mobil Oil Italiana S.r.l.,Tier 5,0,
2290971,Charles Parsons,Tier 5,0,
2286122,City of NAPA,Tier 5,0,
20021436,Only About Children Pty Ltd,Tier 5,0,
538687,Mobil Sekiyu K.K.,Tier 3d,0,
2270177,"Thyssenkrupp Elevator AG, Asia Pacific Office",Tier 3b,0,
2281571,Red Cedar Medical Center,Tier 3b,0,
20021439,Geidea Solutions Company,Tier 5,0,
2115891,Mobile Mentor Limited,Tier 5,0,
2295904,Cimco Co Ltd,Tier 3d,0,
2268223,Theranos Incorporated,Tier 5,0,
20021440,Ministry of Enviromental Protection and Regional development Of Latvia,Tier 5,0,
553531,M1 Limited,Tier 2b,0,
2278428,Komazawa University,Tier 3d,0,
2285263,Cardiomag Imaging,Tier 5,0,
20021442,Batteries Plus Bulbs,Tier 5,0,
609424,Mobit Company Limited,Tier 3d,0,
2285258,Opdhlm 92,Tier 5,0,
2281729,City of Columbus,Tier 3c,0,
20021445,Excalibur Data Systems Inc,Tier 5,0,
2061785,Mobius Management Systems Incorporated,Tier 5,0,
2290557,Ydreams,Tier 3d,0,
2280668,NOAA- National Ocean Services,Tier 3c,0,
20021446,First Florida Credit Union,Tier 5,0,
588127,Mococa S.A. Produtos Alimenticios,Tier 5,0,
2292826,"Artyco Cumunicaciones Y Servicios, SL",Tier 5,0,
2288358,Ascent Media Group,Tier 2b,0,
20021448,Legal Services NYC,Tier 5,0,
618246,Modern Devices (China) Limited,Tier 5,0,
2278910,ABC Games International,Tier 5,0,
2279696,Dunn Memorial Hospital,Tier 5,0,
20021449,Jaipur Rugs Company Private Limited,Tier 5,0,
617645,Modernform Integration Services Company Limited,Tier 5,0,
2292525,P Elliott & Company,Tier 5,0,
2283452,US Legal Support,Tier 5,0,
20021450,Aavas Financiers Ltd,Tier 5,0,
2064117,Modus Media International,Tier 5,0,
2276665,Microsemi,Tier 4,0,
2272797,WM Bolthouse Farms Incorporated,Tier 5,0,
20021451,Meetio AB,Tier 5,0,
2060541,Mogiana Alimentos S/A,Tier 5,0,
2293155,Cardno,Tier 5,0,
2286144,Pacific Retirement Systems,Tier 5,0,
20021482,Chung Kuo Insurance Co Ltd,Tier 5,0,
558462,Mohawk Paper Mills Incorporated,Tier 5,0,
2290860,Ajuntament de Vilanova I La Geltru,Tier 5,0,
2360287,Benevis LLC,Tier 4,0,
20021472,SVA System Vertrieb Alexander GmbH,Tier 5,0,Reseller
597266,Mohegan Sun,Tier 4,0,
2290720,Adare on Demand Communications,Tier 5,0,
2398554,L3 Technologies Incorporated,GOSI,0,
20021473,Grameen America Inc,Tier 5,0,
573957,Mohican Mill Incorporated,Tier 5,0,
2292222,Adare,Tier 5,0,
2238017,Winmark Capital Corporation,Tier 3b,0,
20021475,Fresche Solutions Inc,Tier 5,0,
538716,Molson Canada,Tier 3b,0,
2283476,Mitsuiwa Corporation,Tier 3d,0,
2281462,Lipo Chemicals,Tier 5,0,
20021476,Morton Salt Inc,Tier 4,0,
557906,Monmouth Medical Center,Tier 5,0,
2290944,Center for British Education TrustÂ ,Tier 5,0,
2283830,Goodwin House Incorporated,Tier 5,0,
20021480,SierraCol Energy,Tier 5,0,
2140282,Monsanto Company,Tier 2b,0,
2292211,Heldele GmbH,Tier 5,0,
2287928,Hendry County Sheriff,Tier 5,0,
20021481,Shaw and Partners Limited,Tier 5,0,
588129,Monsanto do Brasil Ltda,Tier 2b,0,
2276586,Canalce,Tier 5,0,
2282012,Reynolds Inliner LLC,Tier 5,0,
20021493,DH Healthcare Software Services India Pvt Ltd,Tier 5,0,
528406,Montana Wines,Tier 3b,0,
2291158,Perins School,Tier 5,0,
2280525,Allied Schools,Tier 5,0,
20021494,Scotsman Ice Systems,Tier 5,0,
548647,Montgomery College,Tier 5,0,
2292235,F1 Services Computer Repair Centre,Tier 5,0,
2268207,Dolex Dollar Express Incorporated,Tier 5,0,
20021495,Pence Construction,Tier 5,0,
573991,Montgomery County Data Processing,Tier 3c,0,
2295906,"Alico, Taiwan",Tier 5,0,
2278471,Iluka Resources Incorporated,Tier 5,0,
20021496,CE Tech LLC,Tier 5,0,
608495,"Montoi, S.A. De C.V.",Tier 4,0,
2287252,"Aris AG, Groservices",Tier 5,0,
2284885,"CTB, Inc",Tier 5,0,
20021497,TLScontact doo Beograd,Tier 3d,0,
3263474,Montpelier Re Holdings Ltd,Tier 5,0,
2279937,OKA Direct Ltd,Tier 5,0,
2268656,National Cancer Institute,Tier 3c,0,
20021498,Brasilseg Companhia de Seguros,Tier 3b,0,
799078,Moodys KMV Company,Tier 1,0,
2292246,HPM Industries Pty Ltd,Tier 2b,0,
2288658,Clerk US Bankruptcy Court/La,Tier 3c,0,
20021499,Italiaonline SpA,Tier 5,0,
795911,Moore North America/EDS,GOSI,0,
2279831,NRI Dataitech Ltd,Tier 3d,0,
629473,Lehigh Carbon Community College,Tier 5,0,
20021500,Optima Bank S.a.,Tier 3d,0,
2144110,Moore Wallace North America Incorporated,Tier 3b,0,
2291156,Banc de Sang I de Teixits,Tier 5,0,
2284761,County of Passaic,Tier 5,0,
20021501,Department of Health Abu Dhabi,Tier 4,0,
574021,Morale Welfare & Recreation,Tier 5,0,
2287514,Evolment/Futura Airways,Tier 5,0,
2273156,Merced County Office of Education,Tier 3c,0,
20021502,Red Sea Development Company,Tier 2a,0,
574022,Morehouse College,Tier 5,0,
2287394,Feedback Ventures Pvt Ltd,Tier 5,0,
2284655,DOD IG Office,Tier 3c,0,
20021503,Didi Chuxing Technology Co Ltd,Tier 5,0,
3256521,Morgan Grenfell & Company Ltd,Tier 1,0,
2087655,"TELVENT INTERACTIVA, S.A.",Tier 2b,0,
2289791,Hannover Life Reassur Co of America,Tier 5,0,
20021505,Saudi Information Technology Company,Tier 5,0,
520772,Morgan Guaranty Trust Company of New York Incorporation,Tier 1,0,
2272388,Pam Golding Properties Pty Ltd,Tier 3d,0,
2289291,Boeing,Tier 2b,0,
20021506,Ghana International Bank plc,Tier 5,0,
545603,Morgan Lewis & Bockius LLP,Tier 5,0,
2283294,Savaytech,Tier 3d,0,
2286236,Procede Software,Tier 5,0,
20021507,Canada life Group Services Limited,Tier 2b,0,
2151207,Morgan Stanley & Company International plc,Tier 2a,0,
2290154,Hermanas Hospitalarias,Tier 5,0,
2277418,Enterprise Networks by Design,Tier 5,0,
20021508,Wella UK Ltd,Tier 5,0,
572223,Morganite Incorporated,Tier 4,0,
2277687,The Real Hotel Company Ltd,Tier 5,0,
2268159,Commercial Bank,Tier 5,0,
20021509,Katmai Government Services LLC,Tier 5,0,
574028,Morris Communications Corporation,Tier 5,0,
2287373,"Principal Consulting Pvt Ltd, I",Tier 5,0,
581952,Mettler Toledo,Tier 3b,0,
20021510,Intouch Group LLC,Tier 5,0,
2110647,Morse Group Limited,Tier 5,0,
2287472,Evolment/CIC,Tier 5,0,
2276880,Massdot,Tier 3c,0,
20019724,Army Research Institute,Tier 5,0,
538763,Morse Group Limited,Tier 5,0,
2286294,MRC Epidemiology Unit Institute of Metabolic Science,Tier 5,0,
3262063,Massachusetts Turnpike Authority,Tier 3c,0,
602422,Barclaycard,Tier 2b,0,
538764,Morse Group Limited,Tier 5,0,
2291302,Douroazul,Tier 3d,0,
2288557,Fasco Industries Incorporated,Tier 5,0,
20021515,Mediro Belay Managed Services (Pty) Ltd,Tier 3d,1,Reseller
538765,Morse Group Limited,Tier 5,0,
2292239,BMI Healthcare,Tier 5,0,
2285604,Severn Trent Laboratories,Tier 4,0,
20021520,Embratel Telecommunications,Tier 1,0,VAR Sell To
538767,Morse Group Limited,Tier 5,0,
2290588,National Communications and Media Commission,Tier 5,0,
2284673,Texas Bank,Tier 5,0,
20021048,Log-On Software Ltd,Tier 5,1,Reseller
718543,Morse Group Limited,Tier 5,0,
2276838,AIA Bhd,Tier 5,0,
2280395,Ahbl Incorporated,Tier 5,0,
20021514,Omnilogy SP. Z.O.O,Tier 3d,1,Reseller
718544,Morse Group Limited,Tier 5,0,
2280500,Jetoil SA,Tier 3d,0,
2277402,Superior Court of California,Tier 3c,0,
575434,QUILL CORPORATION,Tier 3b,0,
503670,Morse Industrial Corporation,Tier 2b,0,
2291148,Rechtsinformatikzentrum an DER LMU Munche,Tier 5,0,
2270897,The Bank of Maine,Tier 5,0,
20021191,SIDE. SOFT Srl,Tier 5,0,
595913,Morse Operations Incorporated,Tier 5,0,
2287467,Auditdata Ltd,Tier 5,0,
784308,North County Transit District,Tier 5,0,
20021526,Sandhata Technologies Limited,Tier 5,1,Reseller
595604,"Mortenson, MA Companies Incorporated",Tier 4,0,
2295892,General Commission for Taxes,Tier 5,0,
2270669,Massachusetts Bay Commuter Rail Company,Tier 5,0,
561082,Vion Corporation,Tier 5,0,
799145,Morton College,Tier 5,0,
2277714,Sogestion,Tier 5,0,
2289961,Zetec Incorporated,Tier 2b,0,
20021527,Vivo Mobile Communications Co Ltd,Tier 5,0,
2139080,Mosaic Canada ULC,Tier 4,0,
2295893,Infoline LLC,Tier 5,0,
2287168,County of Carteret,Tier 5,0,
20021528,MetroExpress Connect Inc,Tier 5,0,
732489,Mossel Jamaica Ltd,Tier 2c,0,
2287424,Sternberg Reed Taylor & Gill,Tier 5,0,
2275511,Queensborough National Bank and Trust Company,Tier 5,0,
20021529,Orel Corporation,Tier 5,0,
574043,Mother Frances Hospital,Tier 5,0,
2278383,Thames Reach,Tier 5,0,
2281495,American Red Cross-CT,Tier 3c,0,
20021530,LankaClear Pvt Ltd,Tier 5,0,
2185121,Motorcar Parts of America Incorporated,Tier 5,0,
2292516,Duggan Steel Group Ltd,Tier 5,0,
2281466,City of Claremont,Tier 5,0,
20021531,Dilmah Ceylon Tea Company PLC,Tier 5,0,
2098361,Motores John Deere S.A. de C.V.,Tier 3b,0,
2290786,Comune di Cervignanao del Friuli,Tier 5,0,
2285060,Robinson Oil Corporation,Tier 5,0,
20021534,DataVision Deutschland GmbH,Tier 2b,0,
586717,Motores Rolls Royce Ltda,Tier 3b,0,
2289109,P&R Electrical Wholesalers Pty Ltd,Tier 5,0,
2279404,Hirschmann Electronics Incorporated,Tier 5,0,
20021535,DAVASO GmbH,Tier 5,0,
520843,Motorola Computer Group,Tier 2c,0,
2290521,Setagaya General Services Co Ltd,Tier 3d,0,
2287909,"Maverick Transportation, Inc.",Tier 5,0,
20021538,CGI Deutschland B.V. & Co. KG,GOSI,1,Reseller
538786,Motorola Electronica De Puerto Rico Incorporated,Tier 2b,0,
2295896,Zeller Computers GmbH,Tier 5,0,
589709,Newton Wellesley Hospital Corporation,Tier 2a,0,
20021540,"Cancer Research UK Manchester Institute, University of Manchester",Tier 5,0,
2140285,Motorola Incorporated,Tier 2c,0,
2291306,Eurico Ferreira SA,Tier 3d,0,
2291745,STS Consultants Ltd,Tier 5,0,
20021546,Experis Belgium SA,Tier 3b,0,
538809,Motorola Ltd,Tier 2c,0,
2292007,Aumuller Aumatic GmbH,Tier 5,0,
2268212,Medcare Professional Group,Tier 5,0,
20021548,ING Tech Poland,Tier 3d,0,
538814,Motorola Semiconductors Hong Kong Limited,Tier 2b,0,
2270097,"Wealthcap Wealth Mgmt Capital Holding, GNBH",Tier 5,0,
585210,Cuno Incorporated,Tier 2b,0,
20021554,Dentegra Seguros Dentales SA,Tier 5,0,
545609,Motorola Sps,Tier 2c,0,
2290910,Car Rental Division,Tier 3d,0,
2288844,Northwest Regional Education SRVC Dist,Tier 5,0,
20021555,McCormick Equipment Co Inc,Tier 5,0,
588130,Motorola do Brasil Ltda,Tier 2b,0,
2281774,Fuji XEROX General Business Co Ltd,Tier 3d,0,
2281924,Benada,Tier 5,0,
20021557,GP Strategies Limited,Tier 5,0,
538818,Mount Alvernia Hospital,Tier 5,0,
2283737,Colony 47,Tier 5,0,
2279938,Paxar,Tier 5,0,
20021558,Indra Sistemas Portugal SA,Tier 3d,1,Reseller; VAR Sell To
538820,Mount ISA Mines Limited,Tier 4,0,
2272509,"Tompkins County Info Technology, SV",Tier 5,0,
579811,San Joaquin General Hospital,Tier 3c,0,
20021559,Indra III Solucoes de Tecnologia da Informacao Portugal Unipessoal Lda,Tier 3d,1,Reseller; VAR Sell To
503680,Mount Sinai Medical Center Incorporated,Tier 5,0,
2268758,"Withum, Smith & Brown",Tier 5,0,
2286023,Heritage Bank of Washington,Tier 5,0,
20021561,Turkiye Emlak KatÄ±lÄ±m BankasÄ± AS,Tier 3d,0,
792944,Movicom (Abiatar S.A.),Tier 1,0,
2281652,Life Force Intl,Tier 5,0,
2282156,Thermo Electron Corporation,Tier 2b,0,
20020876,Digital.ai Software Inc,Tier 5,1,Reseller
3259590,MulitCare Health Systems,Tier 5,0,
2287990,City of Dothan,Tier 3c,0,
2280250,Hull & Company Incorporated,Tier 5,0,
20021563,Northfield Bank,Tier 5,0,
588521,Multibanco Comermex S.N.C.,Tier 5,0,
2289930,Quality Associates Incorporated,Tier 5,0,
2269048,ASR Corporation,Tier 5,0,
20021566,Kotak Mahindra Asset Management Company Limited,Tier 2b,0,
610620,Multibrand SA,Tier 5,0,
2191283,Instron Corporation,Tier 2b,0,
2277115,Susman Godfrey LLP,Tier 5,0,
20021567,PT Semen Indonesia,Tier 5,0,
604984,Multicanal - Grupo Clarin,Tier 4,0,
2255493,U.S. Department of Justice,Tier 3c,0,
2291683,ING Funds,Tier 2b,0,
20021568,PT ProSpark Utama Indonesia,Tier 5,0,
589623,Multientretenimentos LTDA,Tier 5,0,
2289956,Summit Credit Union-NC,Tier 5,0,
2287710,US Bankruptcy Court,Tier 3c,0,
20021569,Amari Metals Limited,Tier 5,0,
2060547,Multimicro Equipamentos de Informatica,Tier 5,0,
2288676,Silicon Optix,Tier 5,0,
2282461,Camden National Bank,Tier 5,0,
20021571,Generali Operations Service Platform Srl,Tier 1,0,
